,Month,In store advertising ($),billboard Advertising ($),Print Advertising ($),Satisfaction,Competitor Adversiting ($),Price ($),Sales ($),Store_Billboard,Store_Print,Billboard_Print,Total_Advertising_Cost,Net_Profit,ROI
496,497,2556,1370,914,74,988,109,24360.8568089479,3501720,2336184,1252180,4840,19520.8568089479,403.32348778817976
497,498,2126,1141,846,68,815,101,19263.3608430757,2425766,1798596,965286,4113,15150.360843075701,368.35304748542916
498,499,2182,1447,814,70,1082,101,22885.8398267132,3157354,1776148,1177858,4443,18442.8398267132,415.09880321209096
499,500,2432,1278,973,66,765,100,23448.0148395252,3108096,2366336,1243494,4683,18765.0148395252,400.70499337017293
500,501,2246,1448,458,60,524,97,23758.0425294726,3252208,1028668,663184,4152,19606.0425294726,472.20719001619943
501,502,1693,658,934,65,620,99,10454.8341771353,1113994,1581262,614572,3285,7169.834177135301,218.25979230244448
502,503,2177,823,469,70,1108,98,17597.8733904006,1791671,1021013,385987,3469,14128.8733904006,407.289518316535
503,504,1972,860,729,68,436,97,16087.8197188756,1695920,1437588,626940,3561,12526.8197188756,351.77814430990173
504,505,2445,922,273,73,633,103,21001.1969282701,2254290,667485,251706,3640,17361.1969282701,476.9559595678599
505,506,1939,905,395,68,1056,100,13855.7450194032,1754795,765905,357475,3239,10616.7450194032,327.7784816117074
506,507,1618,1114,619,64,768,95,16077.1946000555,1802452,1001542,689566,3351,12726.1946000555,379.7730408849746
507,508,2122,684,876,65,442,99,15385.1596424971,1451448,1858872,599184,3682,11703.1596424971,317.84789903577126
508,509,2088,868,856,58,740,92,15844.5062831939,1812384,1787328,743008,3812,12032.5062831939,315.648118656713
509,510,1995,860,1033,74,889,96,16597.2941711058,1715700,2060835,888380,3888,12709.294171105801,326.88513814572536
510,511,1735,906,910,72,1013,102,15380.7896639603,1571910,1578850,824460,3551,11829.7896639603,333.13966950043084
511,512,1790,848,913,71,602,104,14285.6026892776,1517920,1634270,774224,3551,10734.6026892776,302.29801997402427
512,513,1996,1300,559,70,1171,103,19484.4045093185,2594800,1115764,726700,3855,15629.404509318501,405.4320235880286
513,514,2259,1192,516,71,797,102,23464.3241407569,2692728,1165644,615072,3967,19497.3241407569,491.48787851668516
514,515,1908,1059,649,66,913,103,14151.5537263439,2020572,1238292,687291,3616,10535.5537263439,291.35933977720964
515,516,1782,646,356,63,679,109,9108.23563667794,1151172,634392,229976,2784,6324.23563667794,227.163636374926
516,517,1323,1733,777,70,1057,96,18503.729277314,2292759,1027971,1346541,3833,14670.729277314,382.7479592307331
517,518,2123,1233,741,67,1067,102,20074.8353907727,2617659,1573143,913653,4097,15977.8353907727,389.9886597698975
518,519,2106,1308,671,72,688,109,20648.6009369495,2754648,1413126,877668,4085,16563.6009369495,405.4737071468666
519,520,2327,527,846,73,656,92,18941.3306171245,1226329,1968642,445842,3700,15241.330617124499,411.92785451687837
520,521,2366,944,442,64,648,100,18459.2704174572,2233504,1045772,417248,3752,14707.270417457199,391.9848192286034
521,522,1964,1192,325,62,1113,100,19189.3111583423,2341088,638300,387400,3481,15708.311158342301,451.2585796708504
522,523,2324,1096,942,76,907,97,23336.4435038797,2547104,2189208,1032432,4362,18974.4435038797,434.9941197588193
523,524,2000,1152,556,64,841,92,20694.8451206952,2304000,1112000,640512,3708,16986.8451206952,458.1134067069903
524,525,1830,1147,580,64,998,101,17116.9881119488,2099010,1061400,665260,3557,13559.988111948802,381.21979510679796
525,526,1787,891,688,70,692,100,14753.2130582516,1592217,1229456,613008,3366,11387.2130582516,338.3010415404516
526,527,1913,937,606,63,746,93,18036.8889655612,1792481,1159278,567822,3456,14580.8889655612,421.90072238313655
527,528,2056,768,1107,71,985,94,17417.9050805784,1579008,2275992,850176,3931,13486.905080578399,343.090945830028
528,529,1993,1271,1057,66,488,100,19991.6035572934,2533103,2106601,1343447,4321,15670.603557293402,362.66150329306646
529,530,2050,514,812,76,929,104,13437.036862943,1053700,1664600,417368,3376,10061.036862943,298.0164947554206
530,531,2049,929,747,62,497,97,17908.2266537534,1903521,1530603,693963,3725,14183.226653753401,380.75776251686983
531,532,2178,1203,646,73,626,102,21764.4892969006,2620134,1406988,777138,4027,17737.4892969006,440.4640997492078
532,533,1931,948,1048,67,869,94,16423.4861963623,1830588,2023688,993504,3927,12496.4861963623,318.2196637729132
533,534,2408,1362,859,80,762,98,26535.5333999462,3279696,2068472,1169958,4629,21906.5333999462,473.245482824502
534,535,2109,1210,853,67,919,101,21098.4681501133,2551890,1798977,1032130,4172,16926.4681501133,405.7159192261098
535,536,1701,783,425,64,582,100,12686.2179646852,1331883,722925,332775,2909,9777.2179646852,336.10237073513923
536,537,1930,985,1019,67,724,91,18841.8944040685,1901050,1966670,1003715,3934,14907.894404068498,378.9500356906075
537,538,2128,1002,649,70,773,100,17092.2494803017,2132256,1381072,650298,3779,13313.2494803017,352.295567089222
538,539,1897,1067,885,68,858,109,15489.3899335476,2024099,1678845,944295,3849,11640.3899335476,302.42634277858144
539,540,2086,867,812,66,639,96,16477.576981964,1808562,1693832,704004,3765,12712.576981964,337.6514470641169
540,541,2108,845,1129,69,1261,108,13815.4449185012,1781260,2379932,954005,4082,9733.4449185012,238.44794018866241
541,542,2325,934,1137,70,596,102,18246.6140395436,2171550,2643525,1061958,4396,13850.614039543601,315.0731128194632
542,543,1837,1228,1125,57,611,110,15118.3475678275,2255836,2066625,1381500,4190,10928.3475678275,260.819751022136
543,544,1995,1280,778,62,778,100,18880.9400923013,2553600,1552110,995840,4053,14827.940092301302,365.85097686408346
544,545,1858,849,771,61,573,106,12806.3454088976,1577442,1432518,654579,3478,9328.3454088976,268.21004625927543
545,546,1718,1013,824,74,696,106,16479.4546928207,1740334,1415632,834712,3555,12924.454692820698,363.55709403152457
546,547,1537,749,922,68,863,101,12856.340704698,1151213,1417114,690578,3208,9648.340704698,300.75875014644635
547,548,2048,810,792,68,919,108,14456.2752766078,1658880,1622016,641520,3650,10806.2752766078,296.06233634541917
548,549,2150,847,468,77,913,97,18626.8955645799,1821050,1006200,396396,3465,15161.8955645799,437.5727435665195
549,550,2159,670,577,64,637,93,15417.7103533871,1446530,1245743,386590,3406,12011.7103533871,352.6632517142425
550,551,1652,498,527,80,878,104,11784.2190325272,822696,870604,262446,2677,9107.2190325272,340.2024293062085
551,552,1717,1192,633,68,767,108,13589.407550367,2046664,1086861,754536,3542,10047.407550367,283.6648094400621
552,553,1714,1101,1123,62,625,98,15277.7918301282,1887114,1924822,1236423,3938,11339.7918301282,287.9581470322042
553,554,1827,792,777,65,526,107,11496.0301859102,1446984,1419579,615384,3396,8100.0301859102,238.51678992668434
554,555,2042,1239,967,68,880,100,19689.7545399212,2530038,1974614,1198113,4248,15441.7545399212,363.50646280417135
555,556,2148,1452,777,72,527,103,22404.9325309576,3118896,1668996,1128204,4377,18027.9325309576,411.87874185418326
556,557,1796,362,1037,68,1299,102,5819.25846655033,650152,1862452,375394,3195,2624.25846655033,82.13641522849233
557,558,1283,1287,345,65,632,103,12271.7230119581,1651221,442635,444015,2915,9356.7230119581,320.985352039729
558,559,2238,1306,682,64,990,101,22774.6057585933,2922828,1526316,890692,4226,18548.6057585933,438.91636911011125
559,560,2153,1038,778,73,1050,99,19596.8626365411,2234814,1675034,807564,3969,15627.8626365411,393.7481137954422
560,561,1824,869,894,69,1013,103,14325.9458613515,1585056,1630656,776886,3587,10738.9458613515,299.38516479931695
561,562,1731,724,742,71,1031,91,13537.9917391287,1253244,1284402,537208,3197,10340.9917391287,323.4592348804723
562,563,1925,780,748,69,1054,105,12381.0154785814,1501500,1439900,583440,3453,8928.0154785814,258.55822411182737
563,564,2027,840,1082,62,985,109,11056.6204041089,1702680,2193214,908880,3949,7107.6204041089,179.98532297059765
564,565,2180,473,956,74,820,95,14283.503086409,1031140,2084080,452188,3609,10674.503086409,295.7745382767803
565,566,2347,838,718,70,911,101,18474.8415961441,1966786,1685146,601684,3903,14571.841596144099,373.349771871486
566,567,1787,1246,783,77,892,92,21910.6883605934,2226602,1399221,975618,3816,18094.6883605934,474.1794643761374
567,568,2072,811,972,78,667,94,20280.8066833074,1680392,2013984,788292,3855,16425.8066833074,426.0909645475331
568,569,2333,1391,395,70,879,95,25185.6627000197,3245203,921535,549445,4119,21066.6627000197,511.4509031323064
569,570,1774,987,1011,68,538,96,15961.8345446436,1750938,1793514,997857,3772,12189.8345446436,323.1663452980806
570,571,1944,1027,1142,57,711,99,12970.2836018911,1996488,2220048,1172834,4113,8857.2836018911,215.34849506178216
571,572,1557,1118,651,69,556,103,15415.3504267832,1740726,1013607,727818,3326,12089.3504267832,363.4801691756825
572,573,2071,765,813,69,632,97,15679.6103218515,1584315,1683723,621945,3649,12030.6103218515,329.6960899383804
573,574,1839,806,415,77,664,103,14611.4603866759,1482234,763185,334490,3060,11551.4603866759,377.4987054469249
574,575,1768,894,770,66,1239,98,15443.5873918452,1580592,1361360,688380,3432,12011.5873918452,349.9879776178671
575,576,1805,1443,865,75,569,96,22518.0713012578,2604615,1561325,1248195,4113,18405.0713012578,447.48532217986383
576,577,2111,1106,610,66,753,99,18291.201206895,2334766,1287710,674660,3827,14464.201206894999,377.95142949817085
577,578,1459,976,774,68,722,97,15258.9154690931,1423984,1129266,755424,3209,12049.9154690931,375.50375410075094
578,579,1893,720,567,71,805,95,15805.712779176,1362960,1073331,408240,3180,12625.712779176,397.03499305584904
579,580,1746,978,776,73,458,95,18571.1105348975,1707588,1354896,758928,3500,15071.1105348975,430.6031581399286
580,581,1759,1098,740,69,687,95,18709.3472360904,1931382,1301660,812520,3597,15112.347236090402,420.1375378395997
581,582,2118,909,924,75,572,93,20105.4486365117,1925262,1957032,839916,3951,16154.4486365117,408.86987184286767
582,583,2087,778,987,78,1019,99,18594.8604921762,1623686,2059869,767886,3852,14742.860492176202,382.7326192153739
583,584,1973,763,1213,68,833,106,14245.2441628953,1505399,2393249,925519,3949,10296.2441628953,260.73041688770064
584,585,2134,945,1011,64,1034,95,17222.5466165388,2016630,2157474,955395,4090,13132.546616538799,321.089159328577
585,586,1849,1085,697,69,937,99,17856.8281226665,2006165,1288753,756245,3631,14225.828122666499,391.788160910672
586,587,1494,1242,753,75,1103,108,16118.6313584987,1855548,1124982,935226,3489,12629.6313584987,361.9842751074434
587,588,2288,666,1233,67,672,98,15242.5235657422,1523808,2821104,821178,4187,11055.5235657422,264.044030707958
588,589,1942,799,503,70,567,104,14287.3653693067,1551658,976826,401897,3244,11043.3653693067,340.4243332092078
589,590,1908,488,770,72,714,103,10809.2532107249,931104,1469160,375760,3166,7643.253210724901,241.41671543666777
590,591,2039,1027,1398,68,839,90,20118.8263138793,2094053,2850522,1435746,4464,15654.8263138793,350.69055362632844
591,592,2191,1179,705,66,600,96,23803.6973683511,2583189,1544655,831195,4075,19728.6973683511,484.1398127202724
592,593,2106,1063,502,68,903,96,19072.4450860263,2238678,1057212,533626,3671,15401.445086026299,419.54358719766543
593,594,2231,1307,870,74,665,102,24726.0353198663,2915917,1940970,1137090,4408,20318.0353198663,460.93546551420826
594,595,2011,1145,483,62,875,106,15756.5149414354,2302595,971313,553035,3639,12117.5149414354,332.9902429633251
595,596,1873,853,443,65,716,104,11298.8179857639,1597669,829739,377879,3169,8129.817985763901,256.54206329327553
596,597,1924,1361,746,66,1031,101,19452.2275181661,2618564,1435304,1015306,4031,15421.227518166099,382.56580298104933
597,598,2205,1110,503,62,628,91,20928.2244494433,2447550,1109115,558330,3818,17110.2244494433,448.1462663552462
598,599,1787,1144,684,66,772,103,17544.5262306257,2044328,1222308,782496,3615,13929.5262306257,385.32576018328353
599,600,1761,769,1114,83,676,94,18613.6750686837,1354209,1961754,856666,3644,14969.6750686837,410.80337729647914
600,601,2078,937,1291,63,852,94,16410.4969633761,1947086,2682698,1209667,4306,12104.4969633761,281.1076860979122
601,602,2153,694,623,62,962,96,13939.4729529285,1494182,1341319,432362,3470,10469.4729529285,301.71391795182996
602,603,1577,981,691,64,914,96,13278.782792936,1547037,1089707,677871,3249,10029.782792936,308.70368707097566
603,604,2196,1341,864,67,677,106,20363.0002540878,2944836,1897344,1158624,4401,15962.000254087801,362.6903034330334
604,605,2002,885,538,62,985,97,14197.8024171616,1771770,1077076,476130,3425,10772.8024171616,314.53437714340436
605,606,1954,1016,795,74,891,110,14918.1367249406,1985264,1553430,807720,3765,11153.1367249406,296.23205112724037
606,607,2276,1195,537,69,815,104,19739.2827132016,2719820,1222212,641715,4008,15731.2827132016,392.4970736826746
607,608,2369,603,595,62,641,97,16654.6126323459,1428507,1409555,358785,3567,13087.6126323459,366.9081197742052
608,609,1713,657,769,66,951,95,13035.0151288412,1125441,1317297,505233,3139,9896.0151288412,315.2601187907359
609,610,2252,768,777,68,501,101,15453.4632167218,1729536,1749804,596736,3797,11656.4632167218,306.9913936455571
610,611,1841,1075,1004,70,409,99,17924.6580550659,1979075,1848364,1079300,3920,14004.658055065898,357.26168507821166
611,612,2033,1020,698,75,709,114,16284.2744247468,2073660,1419034,711960,3751,12533.2744247468,334.1315495800267
612,613,2120,1311,941,68,526,94,23724.7465533377,2779320,1994920,1233651,4372,19352.7465533377,442.6520254651807
613,614,2033,691,372,61,859,105,10718.1095965433,1404803,756276,257052,3096,7622.1095965433,246.1921704309851
614,615,1634,890,866,72,1124,97,12617.1585719874,1454260,1415044,770740,3390,9227.1585719874,272.18756849520355
615,616,1873,474,1011,67,694,112,9366.65324532189,887802,1893603,479214,3358,6008.65324532189,178.93547484579778
616,617,2384,1404,785,64,748,101,24860.1898932468,3347136,1871440,1102140,4573,20287.1898932468,443.62978117749395
617,618,2043,1271,764,75,950,100,21370.2762013818,2596653,1560852,971044,4078,17292.2762013818,424.0381608970525
618,619,1791,839,699,64,472,101,15364.7623505219,1502649,1251909,586461,3329,12035.7623505219,361.5428762547882
619,620,1836,936,836,75,493,106,15588.9046041842,1718496,1534896,782496,3608,11980.9046041842,332.0649834862583
620,621,2264,966,1006,69,1166,99,19052.8416253988,2187024,2277584,971796,4236,14816.8416253988,349.7837966335883
621,622,2086,1448,1034,74,694,105,21017.5979143297,3020528,2156924,1497232,4568,16449.5979143297,360.1050331508253
622,623,1775,1009,858,73,755,108,17349.6034092247,1790975,1522950,865722,3642,13707.6034092247,376.37571140100766
623,624,2001,1103,673,68,1061,101,17778.0548262327,2207103,1346673,742319,3777,14001.0548262327,370.69247620420174
624,625,2149,1174,1232,80,954,103,20498.9849052079,2522926,2647568,1446368,4555,15943.9849052079,350.0325994557168
625,626,2430,1172,1045,72,429,97,24796.8864980466,2847960,2539350,1224740,4647,20149.8864980466,433.6106412319045
626,627,1779,582,568,66,1033,91,12988.0465366579,1035378,1010472,330576,2929,10059.0465366579,343.42937987906794
627,628,1905,1185,851,68,705,100,20317.3092618216,2257425,1621155,1008435,3941,16376.3092618216,415.53690083282413
628,629,2249,768,390,69,642,98,17267.3922861747,1727232,877110,299520,3407,13860.392286174701,406.82102395581745
629,630,1885,992,393,76,465,104,18363.7839989521,1869920,740805,389856,3270,15093.783998952102,461.58360853064534
630,631,2365,518,595,76,406,104,14955.9405245169,1225070,1407175,308210,3478,11477.9405245169,330.01554124545424
631,632,2260,1053,808,77,817,96,24283.2959780787,2379780,1826080,850824,4121,20162.2959780787,489.2573641853603
632,633,1585,748,658,79,968,93,15052.4022260185,1185580,1042930,492184,2991,12061.4022260185,403.2565103984788
633,634,2105,455,1107,71,457,102,11969.8322894662,957775,2330235,503685,3667,8302.8322894662,226.4202969584456
634,635,1645,581,1321,70,484,96,12240.5464800202,955745,2173045,767501,3547,8693.5464800202,245.0957564144404
635,636,1633,644,1027,75,971,100,13680.4592600156,1051652,1677091,661388,3304,10376.4592600156,314.05748365664647
636,637,2017,1137,1115,73,865,99,21069.3789024852,2293329,2248955,1267755,4269,16800.3789024852,393.5436613372031
637,638,2014,1077,1015,73,896,95,19712.5703698723,2169078,2044210,1093155,4106,15606.570369872301,380.09182586147836
638,639,1991,1171,1073,69,627,95,20757.2039297815,2331461,2136343,1256483,4235,16522.2039297815,390.1346854729988
639,640,2316,867,1415,76,706,104,20622.9897391687,2007972,3277140,1226805,4598,16024.9897391687,348.5208729701762
640,641,2073,1045,626,72,522,106,20135.2048401115,2166285,1297698,654170,3744,16391.2048401115,437.79927457562763
641,642,1831,1102,500,75,898,93,22379.7245253382,2017762,915500,551000,3433,18946.7245253382,551.8999279154733
642,643,2029,978,1453,69,710,96,18346.8084780078,1984362,2948137,1421034,4460,13886.808478007799,311.36341878941255
643,644,1871,723,656,69,630,98,15897.6662504996,1352733,1227376,474288,3250,12647.6662504996,389.1589615538339
644,645,1982,1282,475,65,938,102,18729.7411626043,2540924,941450,608950,3739,14990.7411626043,400.9291565285985
645,646,1712,1417,536,74,689,109,18076.1575773345,2425904,917632,759512,3665,14411.1575773345,393.21030224650747
646,647,1971,1504,987,63,961,97,22519.5693414519,2964384,1945377,1484448,4462,18057.5693414519,404.6967579886127
647,648,2025,1223,664,63,731,101,18851.0783815418,2476575,1344600,812072,3912,14939.0783815418,381.87828173675354
648,649,1824,953,700,76,833,95,17357.7106729537,1738272,1276800,667100,3477,13880.7106729537,399.2151473383291
649,650,2010,968,723,56,856,106,13422.4918972749,1945680,1453230,699864,3701,9721.4918972749,262.67203180964333
650,651,1837,923,1028,73,943,100,15039.6844346265,1695551,1888436,948844,3788,11251.6844346265,297.03496395529305
651,652,1838,934,785,63,720,103,14034.1331432313,1716692,1442830,733190,3557,10477.1331432313,294.54970883416644
652,653,1948,987,1019,75,1005,97,18750.8421168965,1922676,1985012,1005753,3954,14796.8421168965,374.22463623916286
653,654,2122,506,821,71,906,110,12410.4905882579,1073732,1742162,415426,3449,8961.4905882579,259.82866304024066
654,655,1948,1002,1088,70,1196,104,17032.5623196895,1951896,2119424,1090176,4038,12994.5623196895,321.80689251336054
655,656,2047,1058,1004,72,559,101,19393.4915234343,2165726,2055188,1062232,4109,15284.491523434299,371.9759436221538
656,657,2242,762,929,71,717,107,17076.9121197648,1708404,2082818,707898,3933,13143.912119764798,334.19557894138825
657,658,1928,560,979,67,890,104,10589.1108173128,1079680,1887512,548240,3467,7122.1108173128,205.42575186942025
658,659,1974,910,341,64,747,96,16072.7749137397,1796340,673134,310310,3225,12847.7749137397,398.3806174803008
659,660,2127,219,773,70,1004,98,8936.22751412817,465813,1644171,169287,3119,5817.22751412817,186.50937845874222
660,661,1685,1418,703,67,713,93,20616.9172877369,2389330,1184555,996854,3806,16810.9172877369,441.69514681389643
661,662,2135,1172,411,73,732,101,19989.8211259384,2502220,877485,481692,3718,16271.8211259384,437.6498420101775
662,663,1866,755,845,64,756,98,13916.11396063,1408830,1576770,637975,3466,10450.11396063,301.5035764751875
663,664,1715,1003,954,61,777,103,12935.695024408,1720145,1636110,956862,3672,9263.695024408,252.27927626383445
664,665,1557,958,942,72,818,99,14948.113277443,1491606,1466694,902436,3457,11491.113277443,332.4013097322245
665,666,1821,584,626,76,541,100,11576.0770197791,1063464,1139946,365584,3031,8545.0770197791,281.922699431841
666,667,1707,780,889,71,710,103,14599.4038542528,1331460,1517523,693420,3376,11223.4038542528,332.4467966307109
667,668,1705,1241,898,68,1011,99,16653.6859374735,2115905,1531090,1114418,3844,12809.6859374735,333.2384479051379
668,669,2406,711,1257,69,1120,99,15769.8955248319,1710666,3024342,893727,4374,11395.8955248319,260.53716334778005
669,670,1696,812,520,75,858,90,15767.5920938183,1377152,881920,422240,3028,12739.5920938183,420.72629107722264
670,671,2249,813,972,67,492,95,18358.2798708561,1828437,2186028,790236,4034,14324.279870856099,355.08874246048833
671,672,2136,1306,714,70,1086,100,21790.7040430153,2789616,1525104,932484,4156,17634.7040430153,424.31915406677814
672,673,1778,952,861,69,1029,106,13109.210467898,1692656,1530858,819672,3591,9518.210467898,265.057378666054
673,674,1847,1138,516,70,792,96,18553.999697585,2101886,953052,587208,3501,15052.999697585,429.96285911411024
674,675,1897,1192,580,75,878,103,18879.2717632991,2261224,1100260,691360,3669,15210.2717632991,414.5617815017471
675,676,2047,904,413,72,1022,102,17681.6742235462,1850488,845411,373352,3364,14317.6742235462,425.61457263811536
676,677,1912,717,777,70,970,89,17224.4014483343,1370904,1485624,557109,3406,13818.401448334302,405.7076173909072
677,678,2206,1042,852,62,1029,100,18545.9200630638,2298652,1879512,887784,4100,14445.9200630638,352.33951373326346
678,679,1926,910,735,69,525,98,17096.3365201288,1752660,1415610,668850,3571,13525.3365201288,378.7548731483842
679,680,1458,1360,587,72,533,99,17344.3286041427,1982880,855846,798320,3405,13939.328604142702,409.37822625969756
680,681,1975,870,952,71,735,106,13143.016722056,1718250,1880200,828240,3797,9346.016722056,246.14213121032392
681,682,1537,922,1030,65,615,90,14762.1860542217,1417114,1583110,949660,3489,11273.1860542217,323.1065077162998
682,683,2234,1170,730,66,985,103,19665.8823100527,2613780,1630820,854100,4134,15531.8823100527,375.71074770325833
683,684,1813,834,1153,66,941,92,16079.5246744664,1512042,2090389,961602,3800,12279.5246744664,323.1453861701684
684,685,1721,995,475,65,788,102,13977.8437286424,1712395,817475,472625,3191,10786.8437286424,338.03960290324034
685,686,1852,1124,978,74,651,104,17073.4457585563,2081648,1811256,1099272,3954,13119.4457585563,331.8018654161937
686,687,2146,898,998,74,465,102,18206.6009135305,1927108,2141708,896204,4042,14164.6009135305,350.43545060689013
687,688,1520,697,590,74,677,99,12900.1517124439,1059440,896800,411230,2807,10093.1517124439,359.57077707317063
688,689,2063,1078,944,67,503,110,16489.6120250671,2223914,1947472,1017632,4085,12404.612025067101,303.66247307385805
689,690,1756,930,971,69,657,99,16822.9780562455,1633080,1705076,903030,3657,13165.978056245502,360.0212758065491
690,691,1997,495,1093,72,744,95,12555.5345894194,988515,2182721,541035,3585,8970.5345894194,250.22411685967643
691,692,2169,1067,894,74,798,109,17739.1480495095,2314323,1939086,953898,4130,13609.148049509498,329.5193232326755
692,693,2142,1032,579,69,901,103,18446.9921294744,2210544,1240218,597528,3753,14693.992129474402,391.52656886422596
693,694,2375,580,664,68,1046,91,16174.9524774181,1377500,1577000,385120,3619,12555.9524774181,346.945357209674
694,695,2032,868,676,58,855,98,12734.1720133681,1763776,1373632,586768,3576,9158.1720133681,256.1010070852377
695,696,1824,956,1052,68,380,95,15440.2225898507,1743744,1918848,1005712,3832,11608.2225898507,302.92856445330636
696,697,2538,860,650,66,639,106,17530.2708289724,2182680,1649700,559000,4048,13482.2708289724,333.06005012283595
697,698,1924,1137,509,72,960,97,17025.987266207,2187588,979316,578733,3570,13455.987266207001,376.9184108181233
698,699,2201,605,926,67,764,103,13699.3738711888,1331605,2038126,560230,3732,9967.3738711888,267.0786139118114
699,700,2232,761,1015,73,701,99,17496.2541031481,1698552,2265480,772415,4008,13488.254103148101,336.53328600668914
700,701,2113,887,1328,68,996,99,17470.1374766672,1874231,2806064,1177936,4328,13142.137476667202,303.65382339804074
701,702,2356,1360,1002,65,779,102,23655.2330231121,3204160,2360712,1362720,4718,18937.2330231121,401.38264143942564
702,703,1947,961,797,59,994,98,13777.3478152452,1871067,1551759,765917,3705,10072.3478152452,271.85824062740085
703,704,1692,744,840,65,737,98,12893.1741074856,1258848,1421280,624960,3276,9617.1741074856,293.5645331955311
704,705,1909,1384,570,72,930,100,22500.9327892996,2642056,1088130,788880,3863,18637.9327892996,482.47302069116233
705,706,1863,942,1351,67,724,94,15668.3631661567,1754946,2516913,1272642,4156,11512.3631661567,277.00585096623433
706,707,2081,1137,605,71,902,88,22000.383869761,2366097,1259005,687885,3823,18177.383869761,475.47433611721164
707,708,1766,1280,831,57,887,94,15609.1928503111,2260480,1467546,1063680,3877,11732.1928503111,302.6100812564122
708,709,2170,1102,992,70,777,108,18434.7359034011,2391340,2152640,1093184,4264,14170.735903401099,332.33433169327157
709,710,1709,1325,411,68,1067,106,17393.1468182133,2264425,702399,544575,3445,13948.1468182133,404.8808945780348
710,711,2438,802,1040,68,795,105,15501.2626655485,1955276,2535520,834080,4280,11221.2626655485,262.1790342417874
711,712,2362,1399,876,75,874,98,26766.6007291305,3304438,2069112,1225524,4637,22129.6007291305,477.2396102896377
712,713,1887,544,762,71,995,100,11552.6340938749,1026528,1437894,414528,3193,8359.6340938749,261.81127760334795
713,714,2035,756,916,70,885,93,15757.6464726639,1538460,1864060,692496,3707,12050.6464726639,325.07813522157807
714,715,1906,853,682,80,745,102,17057.1986805446,1625818,1299892,581746,3441,13616.1986805446,395.70469864994476
715,716,1698,1058,235,68,507,91,19401.7511749541,1796484,399030,248630,2991,16410.7511749541,548.671052322103
716,717,1334,881,967,73,1024,96,12450.352713472,1175254,1289978,851927,3182,9268.352713472,291.2744410267756
717,718,1993,1145,686,68,381,99,20041.2019558488,2281985,1367198,785470,3824,16217.2019558488,424.09000930566947
718,719,1991,1105,1182,67,918,102,17726.4709316209,2200055,2353362,1306110,4278,13448.470931620901,314.3635093880528
719,720,2410,1169,585,74,555,99,25276.0219131166,2817290,1409850,683865,4164,21112.0219131166,507.01301424391454
720,721,1501,1370,971,69,786,98,16592.7099166661,2056370,1457471,1330270,3842,12750.7099166661,331.8768848689771
721,722,1834,643,940,66,783,99,13480.7626806997,1179262,1723960,604420,3417,10063.7626806997,294.5204179309248
722,723,2220,1242,788,68,445,91,23827.8047307925,2757240,1749360,978696,4250,19577.8047307925,460.6542289598235
723,724,2085,933,513,69,669,93,19136.2038956457,1945305,1069605,478629,3531,15605.2038956457,441.94856685487684
724,725,2030,799,846,72,544,96,17491.6600496736,1621970,1717380,675954,3675,13816.6600496736,375.9635387666286
725,726,1844,555,467,70,585,96,11926.4273840136,1023420,861148,259185,2866,9060.4273840136,316.1349401260851
726,727,2050,787,609,70,758,98,15871.475448122,1613350,1248450,479283,3446,12425.475448122,360.5767686628555
727,728,1941,925,618,79,705,102,17134.1377803348,1795425,1199538,571650,3484,13650.1377803348,391.7949994355568
728,729,2028,514,1112,61,947,99,11029.1700883839,1042392,2255136,571568,3654,7375.1700883839,201.83826186053366
729,730,1855,909,397,68,596,95,17497.897992489,1686195,736435,360873,3161,14336.897992489,453.55577325178746
730,731,2297,1127,585,69,642,101,20946.6844867377,2588719,1343745,659295,4009,16937.6844867377,422.4915062793141
731,732,2264,675,460,63,807,103,11184.3254418425,1528200,1041440,310500,3399,7785.3254418425,229.04752697388938
732,733,2334,998,899,82,428,94,22380.1421348357,2329332,2098266,897202,4231,18149.1421348357,428.95632556926734
733,734,1908,663,925,67,766,100,13563.2514652437,1265004,1764900,613275,3496,10067.2514652437,287.9648588456436
734,735,1923,987,1237,75,750,107,15411.9805404267,1898001,2378751,1220919,4147,11264.9805404267,271.6416817079021
735,736,1912,1223,614,67,609,94,21084.7741133341,2338376,1173968,750922,3749,17335.7741133341,462.41061918735926
736,737,2343,455,1214,66,689,102,14164.1985252538,1066065,2844402,552370,4012,10152.1985252538,253.04582565438184
737,738,1925,1576,926,64,471,96,23297.6377843085,3033800,1782550,1459376,4427,18870.6377843085,426.262430185419
738,739,2024,708,854,64,643,94,14756.6617591454,1432992,1728496,604632,3586,11170.6617591454,311.50757833645844
739,740,2095,1235,997,56,721,100,17244.5046824846,2587325,2088715,1231295,4327,12917.5046824846,298.5325787493552
740,741,2169,1519,553,73,706,109,23725.853761404,3294711,1199457,840007,4241,19484.853761404,459.44007925970294
741,742,1933,764,746,67,652,98,13990.9236593632,1476812,1442018,569944,3443,10547.9236593632,306.3585146489457
742,743,2586,831,634,70,370,91,20615.906793588,2148966,1639524,526854,4051,16564.906793588,408.9090790814121
743,744,1768,1255,1339,68,826,95,18496.426876028,2218840,2367352,1680445,4362,14134.426876028,324.0354625407611
744,745,1643,795,599,71,554,96,15877.6974322302,1306185,984157,476205,3037,12840.6974322302,422.8086082393875
